2 0.383903026581 26 8
3 0.382207155228 31 10
5 0.392014980316 59 18
5 0.386148929596 49 15
4 0.385360956192 42 13
6 0.394100189209 80 24
3 0.385695934296 42 13
3 0.385192155838 29 9
4 0.386745929718 51 15
5 0.394273042679 85 25
7 0.400046825409 110 32
8 0.403656005859 118 34
10 0.41236615181 149 43
10 0.41064620018 152 44
9 0.405124902725 121 35
9 0.406009912491 131 38
6 0.392549037933 59 18
9 0.396190881729 90 28
5 0.389967918396 54 17
7 0.394562005997 83 25
11 0.413982868195 155 45
14 0.422946929932 204 59
14 0.422980070114 205 59
15 0.427254199982 219 63
12 0.419322967529 179 52
13 0.418042898178 179 52
16 0.426101922989 211 62
12 0.399286985397 106 34
14 0.41312789917 153 47
10 0.397779226303 100 32
20 0.474223136902 404 114
14 0.421189069748 195 57
19 0.460669994354 349 100
20 0.467519044876 384 110
14 0.425150871277 208 60
14 0.420328140259 193 56
19 0.460338115692 351 101
21 0.477797985077 426 123
15 0.430449962616 234 67
15 0.428213119507 236 69
19 0.45801615715 333 94
19 0.459944963455 361 103
24 0.508022069931 555 158
18 0.451414823532 329 95
25 0.519072055817 603 172
21 0.465065956116 388 112
22 0.486423969269 466 134
22 0.477406024933 434 126
25 0.525552988052 625 177
28 0.551430940628 724 206
32 0.600722074509 925 259
30 0.565977096558 782 222
27 0.533109903336 664 190
29 0.551198959351 731 208
27 0.535602092743 656 187
25 0.513692140579 584 167
24 0.505741834641 548 157
27 0.541568994522 695 197
27 0.541420936584 691 196
26 0.530301094055 642 183
34 0.628475904465 1045 292
28 0.540202140808 689 197
31 0.595886945724 900 252
40 0.710932016373 1360 382
33 0.621552944183 1007 281
27 0.536794900894 671 191
32 0.609993934631 965 269
28 0.545614004135 702 199
34 0.641290187836 1091 305
29 0.564456939697 782 221
43 0.733472108841 1440 404
41 0.711827039719 1360 382
33 0.613471984863 975 272
36 0.65845489502 1157 323
36 0.65533208847 1147 320
35 0.648613214493 1118 312
34 0.637425899506 1073 300
35 0.649799823761 1126 314
31 0.596392869949 908 254
35 0.657139062881 1151 322
51 0.833725214005 1828 511
42 0.721033096313 1400 393
38 0.678079128265 1227 343
39 0.692295074463 1281 359
41 0.71986913681 1387 389
44 0.751021146774 1512 423
39 0.690803050995 1274 356
39 0.698194026947 1305 366
36 0.659981966019 1156 323
43 0.755852937698 1526 426
48 0.798010110855 1689 471
52 0.839260101318 1842 515
54 0.854260206223 1906 534
57 0.873643159866 1973 555
46 0.760265827179 1550 434
41 0.708987951279 1352 379
42 0.718214988708 1391 391
43 0.728876113892 1427 401
41 0.714334964752 1366 384
43 0.744779109955 1479 414
49 0.804673910141 1711 476
51 0.82342004776 1788 499
52 0.843174219131 1854 518
59 0.883840084076 2012 566
48 0.787575006485 1647 460
53 0.849173069 1885 528
50 0.824882984161 1797 501
53 0.857432842255 1897 530
60 0.908940076828 2099 590
52 0.841755867004 1855 518
62 0.919497013092 2142 603
48 0.799586057663 1693 472
50 0.818639039993 1767 493
45 0.751394987106 1512 424
51 0.830613136292 1813 506
53 0.844936132431 1874 525
64 0.940946817398 2222 625
65 0.952960014343 2267 638
66 0.952960968018 2272 640
51 0.831330060959 1820 508
67 0.949644088745 2253 635
70 0.956997871399 2284 644
71 0.96036195755 2294 647
68 0.952242851257 2264 638
73 0.965616941452 2316 654
54 0.848955154419 1888 529
70 0.969084024429 2327 656
65 0.952268123627 2256 634
59 0.898487091064 2071 582
58 0.886756896973 2027 570
71 0.962558984756 2301 649
73 0.963651180267 2307 651
75 0.981042861938 2375 671
77 0.988535881042 2391 676
67 0.964828014374 2310 651
74 0.984021902084 2391 675
70 0.974169015884 2347 662
68 0.968416929245 2322 654
69 0.974071979523 2344 661
64 0.949169874191 2254 634
76 0.991609096527 2414 683
75 0.990026950836 2407 681
78 0.995598077774 2424 685
79 1.00059700012 2427 686
78 0.993426084518 2414 682
72 0.980421066284 2357 665
72 0.978301048279 2348 662
81 0.984584093094 2366 667
79 0.974622964859 2331 657
81 0.999613046646 2406 680
85 0.987323045731 2367 669
81 0.974725961685 2324 656
84 1.00645303726 2448 693
85 0.993594884872 2396 677
85 0.998245954514 2411 681
84 1.0061621666 2437 689
85 1.00581502914 2442 691
83 0.986171007156 2350 664
84 0.990744829178 2396 678
86 0.992837905884 2405 681
